,seller_details,seller_names,emails,phoneno,links
76,"Kettenbertl
Kirchgatterer & Bachfischer GbR
 Rathausplatz 9- 10
93170 Bernhardswald

 eMail: info@kettenbertl.de
Tel:   09407 / 9 58 48 30
Fax:  09471 / 99 826 97
USt.Nr: DE288533250

 


 Online-Streitbeilegung gemäß Art. 14 Abs. 1 ODR-VO: Die Europäische Kommission stellt eine Plattform zur Online-Streitbeilegung (OS) bereit, die finden Sie unter:

Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/odr/

Unter diesem Link finden Sie di...","Business Name:Klaus Kirchgatterer, Engelbert Bachfischer GbR",['info@kettenbertl.de'],['2885332'],"['kettenbertl.de', 'USt.Nr', 'https://ec.europa.eu/consumers/odr/', 'di...']"
77,"Rechtliche Informationen des Anbieters Kevelaerer Korbhaus Gesthüsen Hans-Theo Gesthüsen Feldstraße 54 47623 Kevelaer, Deutschland Telefon: 0172 9295661 , E-Mail: gesthuesen@t-online.de  Umsatzsteuer-Identifikationsnummer: DE 119909862 St. Nr.: 113/5050/1104 Den anklickbaren Link zur Plattform der EU Kommission zur Online-Streitbeilegung finden Sie wenn Sie auf den nachfolgenden Link ""mehr lesen"" klicken und weiter nach unten scrollen. Unsere E-mailadresse finden Sie in unserem Impressum. Wir si...",Business Name:Kevelaerer Korbhaus Gesthüsen,['gesthuesen@t-online.de'],"['172 9295661', '1199098']","['t-online.de', 'si...']"
78,KEYDI is committed to providing each customer with the highest standard of customer service.,Business Name:Shenzhenshi Chenshangmeikeji Youxiangongsi,[],[],[]
79,keyihangkongpiaowuyouxiangongsi is committed to providing each customer with the highest standard of customer service.,Business Name:guangzhoukeyihangkongpiaowuyouxiangongsi,[],[],[]
80,Keyren K is committed to providing each customer with the highest standard of customer service.,Business Name:Shen zhen jin yu hua ke ji you xian gong si,[],[],[]
81,"IMPRESSUM Firmensitz: kfzteile24 GmbH
 Am Treptower Park 28-30
 12435 Berlin Umsatzsteuer-ID: DE 814625732 Geschäftsführer : Markus Winter (Vorsitzender), Bernd Humke
 Beirat: Christian Bubenheim (Vorsitzender)
 Handelsregister : HRB 100363, Amtsgericht Berlin-Charlottenburg  WIR ÜBER UNS  kfzteile24 ist ein junges mittelständisches Unternehmen mit Sitz in Berlin, das sich auf den Vertrieb von Ersatzteilen und Autozubehör spezialisiert hat. Seit der Gründung im Jahr 2001 ist die Firma kontinuierlich...",Business Name:kfzteile24 GmbH,[],['8146257'],['kontinuierlich...']
82,"Impressum
 
 Gesetzliche Anbieterkennung:
 
 KG Technik GmbH
 diese vertreten durch die Geschäftsführerin Katharina Geralis
 Konrad-Zuse-Str. 32
 47445 Moers
 Deutschland
 Telefon: +49 28418853013
 Telefax: +49 28418853015
 E-Mail: info@gsz24.de

 eingetragen im Handelsregister des Amtsgerichtes Kleve
 Handelsregisternummer HRB 14067
 
 Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-   
 Streitbeilegung (OS-Plattform) bereit, aufrufbar unter //ec.europa.eu/odr.
 


Die Europäische...",Business Name:KG Technik GmbH,['info@gsz24.de'],"['2841885301', '2841885301']","['gsz24.de', '//ec.europa.eu/odr.', 'Europäische...']"
83,Kggy-eu is committed to providing each customer with the highest standard of customer service.,Business Name:Shen Zhen Zuo Xu Ke Ji You Xian Gong Si,[],[],[]
84,"Impressum 
 
Firma: Vronis Kinderland 

Rechtsform: Gesellschaft mit beschränkter Haftung 

Geschäftführer: Frank Peters

Adresse: Goethestr. 1a, D-14727 Premnitz

USt-Id: DE310343295 Finanzamt Nauen

Telefon: +49(0)3386 280979

Mail: info@vronis-kinderland.de


Allgemeine Geschäftsbedingungen mit Kundeninformationen Inhaltsverzeichnis 
 Geltungsbereich
 Vertragsschluss
 Widerrufsrecht
 Preise und Zahlungsbedingungen
 Liefer- und Versandbedingungen
 Eigentumsvorbehalt
 Mängelhaftung (Gewährleistung)
 Anwendbares Recht
 Alternativ...",Business Name:V'ronis Kinderland,['info@vronis-kinderland.de'],"['3103432', '386 2809']","['vronis-kinderland.de', 'Alternativ...']"
85,"Kinderwelt Hitzler
 Inh. Hans Hitzler e.K.
 Marktler Str. 25
 D-84489 Burghausen 
 Tel.: 08677/9802-38
 Fax.: 08677/9802-98 
 E-Mail: info@kiddy-hits.de 
 Ust-IdNr.: DE 178084309
 Steuernummer: 106/229/20102 Wir, die Firma Kinderwelt Hitzler, Inh. Hans Hitzler e.K. sind nicht bereit und verpflichtet, an Streitbeilegungsverfahren vor einer Verbraucherschlichtungsstelle teilzunehmen. 
 Inhaber: Hans Hitzler
 Sitz der Firma: Burghausen an der Salzach
 Amtsgericht Traunstein HRA 649 
Die Europäische Kommission...","Business Name:Kinderwelt Hitzler, Inh. Hans Hitzler eK",['info@kiddy-hits.de'],['1780843'],"['e.K.', 'kiddy-hits.de', 'e.K.', 'Kommission...']"
86,KIDOO is committed to providing each customer with the highest standard of customer service.,Business Name:Shenzhenshijiujikejiyouxiangongsi,[],[],[]
87,kiefer24 is committed to providing each customer with the highest standard of customer service.,Business Name:Stahlfachhandel-Kiefer,[],[],[]
88,"Impressum
 
 Gesetzliche Anbieterkennung:
 
 Mobau Bauzentrum GmbH
 diese vertreten durch den Geschäftsführer Peter Hamann, Leo Hamann
 Auf dem Teich 2-4
 56645 Nickenich
 Deutschland
 Telefon: 0800-7241029 Fax: 02632-98399701
 E-Mail: amazon@kiesundco.de
 USt-IdNr.: DE180160799
 eingetragen im Handelsregister des Amtsgerichtes Koblenz
 Handelsregisternummer HRB 13756
 
 Wir sind seit 10.11.2015 Mitglied der Initiative ""FairCommerce"".
 Nähere Informationen hierzu finden Sie unter .fair-commerce.de.  
Die Europäi...",Business Name:Mobau Bauzentrum GmbH,['amazon@kiesundco.de'],"['800-7241029', '632-9839970', '1801607']","['kiesundco.de', '10.11.2015', '.fair-commerce.de.', 'Europäi...']"
89,"Kiids Vertriebs GmbH  Maybachstr. 3 76227 Karlsruhe Deutschland   Tel.: +49 721 94 05 90 Fax: +49 721 94 05 80 E-Mail: info@Kiids.de  WWW: Kiids.de  Registergericht: Amtsgericht Mannheim  Registernummer: HRB 711961   Geschäftsführer: Franz Schulze Sutthoff   Umsatzsteuer-Identifikationsnummer gemäß § 27 a Umsatzsteuergesetz: DE277193433  Die Europäische Kommission stellt eine Plattform zur Online-Streitbeilegung (OS) bereit, die Sie hier finden ec.europa.eu/consumers/odr/. Wir sind zur Teilnahme...",Business Name:Kiids Vertriebs GmbH,['info@Kiids.de'],['2771934'],"['Kiids.de', 'Kiids.de', 'ec.europa.eu/consumers/odr/.', 'Teilnahme...']"
90,KikauStore is committed to providing each customer with the highest standard of customer service.,Business Name:Kikau srl,[],[],[]
91,Kimi-Shop is committed to providing each customer with the highest standard of customer service.,Business Name:shandongbaoyinjinfushangwuxinxizixunyouxiangongsi,[],[],[]
92,"Impressum
 
 Gesetzliche Anbieterkennung:
 
 Norbert Elsenheimer
 Kimiza-Duftshop
 Berggate 33
 44809 Bochum
 Deutschland
 Telefon: 0234520663
 E-Mail: info@kimiza-duftshop.de
 USt-IdNr.: DE297255270
 
 Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattform)
 bereit, aufrufbar unter ec.europa.eu/odr.
 Wir sind seit 21.07.2016 Mitglied der Initiative ""FairCommerce"".
 Nähere Informationen hierzu finden Sie unter fair-commerce.de.  Hinweise zur Batterieentso...",Business Name:Kimiza-Duftshop,['info@kimiza-duftshop.de'],"['0234520663', '2972552']","['kimiza-duftshop.de', 'ec.europa.eu/odr.', '21.07.2016', 'fair-commerce.de.', 'Batterieentso...']"
93,Kimruida is committed to providing each customer with the highest standard of customer service.,Business Name:Shenzhenshi Jingruida Keji Co Ltd,[],[],[]
94,"Über KinderWelt

KinderWelt ist ein Familienunternehmen in Berkshire, United Kingdom. Wir wollen unseren Kunden die beste Auswahl von Heim-und Schlafzimmer Dekor-Produkte zu günstigen Preisen.

Alle unsere Kunden erhalten das gleiche hohe Niveau an Service und Lieferung. Wir sind stolz auf unsere Fähigkeit, an Sie zu liefern schnell und auf unserer Retoure Versprechen.

Alle unsere Produkte sind mit einem 365-Tage-Geld-zurück-Garantie ausgeliefert. Wir werden die Kosten der Waren (ausgenommen die Lief...",Business Name:Argofield Limited,[],[],['Lief...']
95,King of legend is committed to providing each customer with the highest standard of customer service.,Business Name:shanxiguananlanguojimaoyiyouxiangongsi,[],[],[]
96,"Kinkerlitzchen GmbH
 
 Geschäftsführer: Michael Beneken
 Steuernummer: 61/103/01225
 
 Handelsregister: 
 Amtsgericht Osnabrück 
 HRB 101176 
 
 Geschäftsadresse:
 
 Kinkerlitzchen GmbH
 Otto-von-Guericke-Ring 16
 D-49811 Lingen
 
 Telefon: +49 (0) 5 91 / 6 10 17 10
 Fax: +49 (0) 5 91 / 6 10 17 11
 Email: info@Kinkerlitzchen.de
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/odr/

Unter diesem Link finden Sie die Kontaktdaten der off...",Business Name:Kinkerlitzchen GmbH,['info@Kinkerlitzchen.de'],[],"['Kinkerlitzchen.de', 'https://ec.europa.eu/consumers/odr/', 'off...']"
97,"Impressum:
 wettertuete.de
 Kippert & Willemsen GbR
 Vertretungsberechtigte Gesellschafter: Dirk Kippert / Thomas Willemsen
 Bahnallee 19, 48703 Stadtlohn
 Tel.: 02563 9693429
 Fax.: 02563205567
 E-mail: schutz@wettertuete.de
 Ust-Id.:  DE 272906364  
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/odr/

Unter diesem Link finden Sie die Kontaktdaten der offiziellen Streitbeilegungsstellen: https://webgate.ec.europa.eu/odr/ma...",Business Name:Kippert & Willemsen GbR,['schutz@wettertuete.de'],"['563 9693429', '0256320556', '2729063']","['wettertuete.de', 'wettertuete.de', 'https://ec.europa.eu/consumers/odr/', 'https://webgate.ec.europa.eu/odr/ma...']"
98,"Impressum Gesetzliche Anbieterkennung: Kirchner GmbH
 diese vertr. d. d. Geschäftsführer Gerd Kirchner, Marius Kirchner
 Nikolaus-Fey-Str. 17
 97447 Gerolzhofen
 Deutschland
 Telefon: 0938297910
 Telefax: 09382979179
 E-Mail: info@kirchner24.de
 USt-IdNr.: DE133848330
 eingetragen im Handelsregister des Amtsgerichtes Schweinfurt
 Handelsregisternummer HRB 0849 Berufshaftpflichtversicherung
 GENERALI Versicherungen
 Adenauerring 11
 81737
 München
räumlicher Geltungsbereich der Berufshaftpflichtversicherung: i...",Business Name:Kirchner GmbH,['info@kirchner24.de'],"['0938297910', '0938297917', '1338483']","['kirchner24.de', 'i...']"
99,Kireina-eu is committed to providing each customer with the highest standard of customer service.,Business Name:Shen zhen shi yi xiang ke ji you xian gong si,[],[],[]
100,"Kirr GmbH
   
  
   Schaftnacher Str. 11
   
  
   91126 Schwabach
   
  
   Deutschland
  
  
   

   
 
  
   
  
  
   
    
    
     Telefon:
     09122/873279
     
    
     Fax:
     09122/873644
     
    
     E-Mail:
     Info@kirr.gmbh
    
    
     

     
    
  
  
  
  
  Handelsregisternummer: 
  Amtsgericht Nürnberg HRB 33536 
  
 
  Umsatzsteuer-Identifikationsnummer: DE 309598982
 
  
  
 
  

  

Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/odr/

Unter diesem Link finden Sie die Kontaktdaten der offiziellen Streitbeilegungsstellen: https://webgate.ec.europa.eu/odr/main/in...",Business Name:Kirr GmbH,['Info@kirr.gmbh'],['3095989'],"['kirr.gmbh', 'https://ec.europa.eu/consumers/odr/', 'https://webgate.ec.europa.eu/odr/main/in...']"
101,KitchenTime is committed to providing each customer with the highest standard of customer service.,Business Name:KitchenTime AB,[],[],[]
102,KIWORA is committed to providing each customer with the highest standard of customer service.,Business Name:KIWORA TECHNOLOGY S L,[],[],[]
103,"Impressum
 
 Gesetzliche Anbieterkennung:
 
 Kjells Warenhandels GmbH
 diese vertr. d. d. Geschäftsführer Phuong Thu Le
 Bänschstr. 63
 10247 Berlin
 Deutschland
 Telefon: 03054619947
 E-Mail: amazon@kjells.de
 USt-IdNr.: DE302201888
 eingetragen im Handelsregister des Amtsgerichtes Charlottenburg
 Handelsregisternummer HRB 171364 B
 
 
 Alternative Streitbeilegung:
Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattform) bereit, aufrufbar unter unten folg...",Business Name:Kjells Warenhandels GmbH,['amazon@kjells.de'],"['0305461994', '3022018']","['kjells.de', 'folg...']"
104,KJGYGFC is committed to providing each customer with the highest standard of customer service.,Business Name:LinXianWangCaiMeiMeiRongHuaZhuangPinDian,[],[],[]
105,KJR Holzmanufaktur is committed to providing each customer with the highest standard of customer service.,Business Name:Klaudia Plodeck,[],[],[]
106,"K&K Dichtungstechnik- und Sanitärhandel GmbH Hunäusstraße 5
 29227 Celle
 Deutschland
 Telefon: 05141 5934480
 E-Mail: info@kk-dichtungstechnik.de Geschäftsführer:Denise Körber Handelsregister: Amtsgericht Lüneburg, HRB 207349 Umsatzsteuer-Identifikationsnummer: DE317310483 Steuernummer: 17/200/12994 Die Europäische Kommission stellt eine Plattform zur Online-Streitbeilegung (OS) bereit, die Sie hier finden ec.europa.eu/consumers/odr/  Wir sind bereit, an einem außergerichtlichen Schlichtungsverfahr...",Business Name:K&K Dichtungstechnik- und Sanitärhandel GmbH,['info@kk-dichtungstechnik.de'],"['141 5934480', '3173104']","['kk-dichtungstechnik.de', 'ec.europa.eu/consumers/odr/', 'Schlichtungsverfahr...']"
107,"Klara Seating GmbH
 Geschäftsadresse:
  
  
   Königstr.26
   70173 Stuttgart
   DE
   
 Lager: 
  
   Güttingerstr. 35
   78315 Radolfzell 
   DE
   
  Vertreten durch:
 Engin Parlak
 Email: info@klaraseats.com
 
 Kontakt:
 Telefon: +49(0)711 3159906
 Telefax: +49(0)711 3159907
 Email: info@klaraseats.com Umsatzsteuer-Identifikationsnummer gemäß §27 a Umsatzsteuergesetz: DE 327872989 Redaktion:
 Engin Parlak 
 Haftungsausschluss Haftung für Inhalte
Die Inhalte unserer Seiten wurden mit größter Sorgfalt erstellt. Für die Richtigkeit, Vollständigk...",Business Name:Klara Seating GmbH,"['info@klaraseats.com', 'info@klaraseats.com']","['711 3159906', '711 3159907', '3278729']","['Königstr.26', 'klaraseats.com', 'klaraseats.com', 'Vollständigk...']"
108,"ImpressumFirmenwortlaut: Klaus Haberl GmbHRechtsform: Gesellschaft mit beschränkter Haftung
Sitz: 3385 Markersdorf, Falkenstraße 11, Österreich

Geschäftsführer: Christoph HaberlUID-Nummer: ATU19716804

Firmenbuchnummer: FN 99415z

Firmenbuchgericht: Landesgericht St. Pölten
Gerichtsstand: Landesgericht St. Pölten

Telefon: 02749/8628
Fax: 02749/8725
E-Mail: office@haberl.at
Online-Streitbeilegung gemäß Art. 14 Abs. 1 ODR-VO: Die Europäische Kommission stellt eine Plattform zur Online-Streitbeilegung (OS) be...",Business Name:Klaus Haberl GmbH,['office@haberl.at'],['1971680'],"['haberl.at', 'be...']"
109,"Impressum
 
 Gesetzliche Anbieterkennung:
 
 Kleinschmidt GmbH
 diese vertreten durch den Geschäftsführer Kai-Dietrich Kleinschmidt
 Stockholmer Str. 5
 29640 Schneverdingen
 Deutschland
 Telefon: +49 5193 98050
 Telefax: +49 5193 970210
 E-Mail: info@kleinschmidtgmbh.com
 USt-IdNr.: DE116821934
 eingetragen im Handelsregister des Amtsgerichtes Lüneburg
 Handelsregisternummer HRB 101869
 
 
 
 
 
 Alternative Streitbeilegung:
Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbe...",Business Name:Kleinschmidt GmbH,['info@kleinschmidtgmbh.com'],"['193 9805', '193 9702', '1168219']","['kleinschmidtgmbh.com', 'Online-Streitbe...']"
110,"Der Klempner Heizung und Sanitär Großhandel

Peter Winkler

Roggenkamp 1a

59368 Werne

Tel.02389/926573

Info@derklempnerpeter.de",Business Name:Der Klempner Sanitär und Heizung Großhandel,['Info@derklempnerpeter.de'],[],"['Tel.02389/926573', 'derklempnerpeter.de']"
111,Allgemeine Geschäftsbedingungen mit Kundeninformationen Kletterspezialisten GmbH& Co.KG Unterer Hammer 3364720 MichelstadtTelefon +49 (0)6061-13288Telefax +49 (0)6061-7062916E-Mail: kontakt@kletterspezialisten.deGeltungsbereichFür alle Bestellungen bei Kletterspezialisten.de (nachfolgend Kletterspezialisten) von Verbrauchern (§13 BGB) gelten diese Allgemeinen Geschäftsbedingungen (AGB). Entgegenstehende oder von diesen AGB abweichende Bedingungen erkennt Kletterspezialisten nicht an und widerspr...,Business Name:Kletterspezialisten GmbH & Co. KG,['kontakt@kletterspezialisten.deGeltungsbereichF'],"['3364720', '061-1328', '061-7062916']","['Co.KG', 'kletterspezialisten.deGeltungsbereichFür', 'Kletterspezialisten.de', 'widerspr...']"
112,"Herrn Klaus Lutz Berliner Straße 43 61203 Reichelsheim  Telefon: 0176 - 81426294 Telefax: 06035 - 2070134 E-Mail: klaus.lutz@kederband.net  Umsatzsteuer-Identifikationsnummer: DE 289826199 Zur Teilnahme an einem Streitbeilegungsverfahren vor einer Verbraucherschlichtungsstelle bin ich nicht verpflichtet und grundsätzlich nicht bereit. 
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/odr/

Unter diesem Link finden Sie...",Business Name:Klaus Lutz,['klaus.lutz@kederband.net'],"['8142629', '2070134', '2898261']","['klaus.lutz', 'kederband.net', 'https://ec.europa.eu/consumers/odr/', 'Sie...']"
